1.000000000000000000e+00,3.036000000000000227e+02,3.123000000000000114e+02,1.630000000000000000e+03,3.239999999999999858e+01,2.230000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.020000000000000000e+02,3.096999999999999886e+02,1.414000000000000000e+03,3.629999999999999716e+01,2.090000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.016000000000000227e+02,3.108000000000000114e+02,1.418000000000000000e+03,4.470000000000000284e+01,4.600000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.983999999999999773e+02,3.091999999999999886e+02,1.651000000000000000e+03,2.850000000000000000e+01,1.410000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+00,2.966999999999999886e+02,3.075000000000000000e+02,1.607000000000000000e+03,3.360000000000000142e+01,3.800000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,2.993000000000000114e+02,3.106000000000000227e+02,1.457000000000000000e+03,4.210000000000000142e+01,1.040000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.003999999999999773e+02,3.115000000000000000e+02,1.596000000000000000e+03,3.250000000000000000e+01,1.540000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,3.036999999999999886e+02,3.128999999999999773e+02,1.511000000000000000e+03,4.100000000000000000e+01,3.300000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,3.041999999999999886e+02,3.133999999999999773e+02,1.421000000000000000e+03,4.339999999999999858e+01,5.600000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,2.988000000000000114e+02,3.086000000000000227e+02,1.707000000000000000e+03,2.810000000000000142e+01,1.030000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.986999999999999886e+02,3.083999999999999773e+02,1.373000000000000000e+03,4.689999999999999858e+01,6.000000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.988000000000000114e+02,3.096000000000000227e+02,1.613000000000000000e+03,2.769999999999999929e+01,1.430000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.998000000000000114e+02,3.095000000000000000e+02,1.739000000000000000e+03,2.750000000000000000e+01,1.280000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,2.988000000000000114e+02,3.085000000000000000e+02,1.425000000000000000e+03,4.739999999999999858e+01,9.000000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.993000000000000114e+02,3.091000000000000227e+02,1.493000000000000000e+03,3.800000000000000000e+01,1.510000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.976000000000000227e+02,3.086999999999999886e+02,1.365000000000000000e+03,5.060000000000000142e+01,1.430000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.018000000000000114e+02,3.108999999999999773e+02,1.449000000000000000e+03,3.650000000000000000e+01,3.300000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,2.968999999999999773e+02,3.081000000000000227e+02,1.357000000000000000e+03,4.179999999999999716e+01,1.270000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.991000000000000227e+02,3.101000000000000227e+02,1.894000000000000000e+03,2.010000000000000142e+01,1.060000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.015000000000000000e+02,3.106999999999999886e+02,1.426000000000000000e+03,4.610000000000000142e+01,8.100000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.006999999999999886e+02,3.095000000000000000e+02,1.733000000000000000e+03,2.669999999999999929e+01,1.080000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,3.003999999999999773e+02,3.095000000000000000e+02,1.888000000000000000e+03,2.189999999999999858e+01,2.210000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.991000000000000227e+02,3.090000000000000000e+02,1.405000000000000000e+03,5.379999999999999716e+01,1.800000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,3.023999999999999773e+02,3.110000000000000000e+02,2.211000000000000000e+03,1.540000000000000036e+01,2.030000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,3.001999999999999886e+02,3.090000000000000000e+02,1.642000000000000000e+03,3.119999999999999929e+01,3.700000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,3.025000000000000000e+02,3.103999999999999773e+02,1.487000000000000000e+03,4.020000000000000284e+01,4.800000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.996999999999999886e+02,3.091999999999999886e+02,1.478000000000000000e+03,3.879999999999999716e+01,1.990000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,2.976999999999999886e+02,3.088000000000000114e+02,2.089000000000000000e+03,1.910000000000000142e+01,1.110000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.981999999999999886e+02,3.081999999999999886e+02,1.988000000000000000e+03,2.139999999999999858e+01,4.100000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.980000000000000000e+02,3.078000000000000114e+02,1.453000000000000000e+03,3.770000000000000284e+01,1.190000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.981999999999999886e+02,3.090000000000000000e+02,1.643000000000000000e+03,3.410000000000000142e+01,9.100000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,3.018999999999999773e+02,3.110000000000000000e+02,1.376000000000000000e+03,4.489999999999999858e+01,1.860000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,2.988000000000000114e+02,3.103000000000000114e+02,1.553000000000000000e+03,3.679999999999999716e+01,9.700000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.981999999999999886e+02,3.076999999999999886e+02,1.459000000000000000e+03,4.450000000000000000e+01,8.900000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,3.023000000000000114e+02,3.113000000000000114e+02,1.621000000000000000e+03,3.160000000000000142e+01,1.350000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,3.020000000000000000e+02,3.111999999999999886e+02,1.420000000000000000e+03,4.579999999999999716e+01,1.920000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,2.991999999999999886e+02,3.083999999999999773e+02,1.415000000000000000e+03,4.350000000000000000e+01,5.300000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,2.990000000000000000e+02,3.090000000000000000e+02,1.544000000000000000e+03,3.180000000000000071e+01,2.500000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,3.003000000000000114e+02,3.093000000000000114e+02,1.391000000000000000e+03,5.789999999999999858e+01,2.040000000000000000e+02,0.000000000000000000e+00
1.000000000000000000e+00,2.971999999999999886e+02,3.085000000000000000e+02,1.604000000000000000e+03,3.489999999999999858e+01,2.000000000000000000e+02,0.000000000000000000e+00
